gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_log,tenure_group,Segment,PCA1,PCA2,Segment_Name,Recommendation,Risk_Level
1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.1,79.1,1,4.383275854074314,2,3,-0.9405106593745817,0.7055128282633655,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,134.5,1,4.908971640319756,2,0,-1.506729134439421,-0.5831184423409614,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,1,1,50,1,2,1,2,0,2,0,2,2,0,0,1,105.95,5341.8,1,8.58350513910295,0,1,2.887806994817065,-0.0216462817030055,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.75,324.6,1,5.785669634128386,2,3,-0.9054690090008009,0.25690469265163185,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,1,0,51,1,2,1,0,0,0,0,2,2,0,1,2,94.65,4812.75,1,8.479231685129118,0,1,2.5289609390658385,-0.38368438268015354,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05,4399.5,1,8.389473449813867,0,1,2.257467003671316,-0.17662646676719226,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,3,50.15,50.15,1,3.9347624923976356,2,0,-1.4893184743672274,-0.3214883373344943,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,4594.95,1,8.43293075988423,0,1,2.4936035055310692,0.5339962962341539,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,78.9,2384.15,1,7.777017294426516,1,2,0.7189787807739846,-0.18101729957358173,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,1,1,26,1,2,0,0,2,0,2,0,0,0,1,2,60.05,1616.15,1,7.388420619653236,1,4,0.012689472219842705,-0.6967194739907246,Mid-Tenure Low Spenders,"{'Risk': 'Medium', 'Strategy': 'Upsell + Retain', 'Offer': 'Offer bundled services upgrade at same price point', 'Action': 'Send monthly value report showing benefits they are missing'}",Medium
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,34.7,34.7,1,3.5751506887855933,2,0,-1.7822055466171887,-0.8695770422908651,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,85.3,264.8,1,5.582744146279145,2,3,-0.6991253955892669,0.8609041175193085,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,1,66,1,2,1,0,2,2,0,2,2,1,1,1,102.45,6615.15,1,8.797268908756067,0,1,3.7581547978828405,-0.6436102409022014,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,0,104.4,2200.25,1,7.696780659810416,1,2,0.8799089497603871,0.9222796586767689,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,0,0,1,1,1,2,1,0,0,2,0,2,2,0,1,2,99.75,99.75,1,4.612642200826793,2,3,-0.5490467084385492,1.4380715180594215,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,4,1,0,0,0,0,2,2,2,2,0,1,2,74.4,299.7,1,5.706113089994483,2,3,-0.8587755272028856,0.44709403018248983,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,1,74.25,639.65,1,6.462483285955585,2,3,-0.5889330320086547,0.293105734099048,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,2,59.85,59.85,1,4.108411819433536,2,0,-1.3054346814335949,0.02261913438568691,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,1,4.257030144499196,2,3,-1.1206030338972117,0.36850035596009545,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,418.8,1,6.039778407386533,2,0,-1.2011272117281842,-0.7078748572501196,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,19.5,1,3.0204248861443626,2,0,-2.070353345853396,-1.4087969979760973,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,1,4.2612704335380815,2,3,-1.1149159062807072,0.37914285508546225,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15,183.75,1,5.2190035598283115,2,3,-0.7236513478177478,0.958007934706755,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,1,3,1,2,1,0,0,0,0,0,2,0,1,0,84.75,264.85,1,5.582932239950347,2,3,-0.7093477897384856,0.8413226407648652,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,14,1,2,1,0,0,0,2,2,0,0,1,2,89.95,1178.4,1,7.072761113566404,1,3,0.04358434843426098,0.6799823449977973,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,1,0,0,41,1,2,1,2,2,2,0,2,2,0,1,2,113.2,4689.5,1,8.453294465566005,0,1,2.5183046943334384,0.5086926597566058,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,1,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,90.5,1201.15,1,7.091866899322588,1,3,0.03014931179620811,0.7186669986098072,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,79.0,143.65,1,4.974317031422144,2,3,-0.8890149931814202,0.672626368527845,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.15,390.85,1,5.9708791134988735,1,0,-1.398024721681272,-1.7992491961573833,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,71.65,1,4.285653390016292,2,3,-1.0817409951844335,0.4412240999834331,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,77.5,1,4.363098624788362,2,0,-1.9405791690874712,-1.4506480649255025,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,0,0,38,1,0,1,0,2,2,2,0,0,0,1,1,84.25,3264.5,1,8.091168169342712,0,2,1.4005957683837638,-0.2895891106307933,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,947.3,1,6.854670907889681,2,3,-0.31842391483069526,0.3288099509275283,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,0,19,1,2,1,0,0,2,0,0,2,0,0,3,89.65,1761.05,1,7.474233182938004,1,2,0.3931549030206551,0.4922478714761697,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,0,0,10,1,2,1,2,0,0,0,2,2,0,1,2,98.7,973.25,1,6.881667944218819,2,3,0.011091885158363584,1.1025123969295134,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.35,76.35,1,4.348340577019075,2,3,-0.9926426625258693,0.60795658628084,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1676.95,1,7.42532808920537,1,2,0.29471934970256675,0.04128766282522307,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2642.05,1,7.879688832321678,1,2,1.014460793385704,-0.059407881616872375,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,0,2,85.3,2661.1,1,7.886870563989527,1,2,1.0265231235346672,-0.05096001867707603,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,0,1,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55,2697.4,1,7.90041428374744,1,2,1.0307271901373696,0.011053075561611544,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,1424.5,1,7.2622779083527265,1,3,-0.015425616103834371,-0.030714172778644654,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,1,1,0,57,0,1,0,0,0,0,0,2,2,0,1,2,44.85,2572.95,1,7.853196962947979,0,4,1.0287321613353464,-2.0246368577717204,Mid-Tenure Low Spenders,"{'Risk': 'Medium', 'Strategy': 'Upsell + Retain', 'Offer': 'Offer bundled services upgrade at same price point', 'Action': 'Send monthly value report showing benefits they are missing'}",Medium
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,45.1,1,3.8308129500026027,2,0,-1.5850517892450466,-0.5006370726114958,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96.0,2122.45,1,7.66079740344362,1,2,0.791301658058356,0.5670971998570391,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05,20.05,1,3.0469005601283903,2,0,-2.059926945223139,-1.3892857495795925,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,6937.95,1,8.84490574522436,0,1,3.951926511385272,-0.4389505680574872,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,402.6,1,6.000424288479454,2,0,-1.1724331474614944,-0.7224117393928393,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,35.1,68.75,1,4.244917420701475,2,0,-1.7317716692501868,-0.8810975383239661,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,46.2,1,3.85439389259151,2,0,-1.5641989879845315,-0.4616145758184854,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15,45.15,1,3.8318969609488613,2,0,-1.5841039346422958,-0.4988633227572682,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,43.3,1,3.7909846770510898,2,0,-1.6191745549440713,-0.5644920673636945,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,2250.65,1,7.719418559774295,0,4,0.5513529150846601,-1.1354651446296287,Mid-Tenure Low Spenders,"{'Risk': 'Medium', 'Strategy': 'Upsell + Retain', 'Offer': 'Offer bundled services upgrade at same price point', 'Action': 'Send monthly value report showing benefits they are missing'}",Medium
0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,1441.1,1,7.273855663568025,1,3,-0.02188253960973043,-0.05579198617432935,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,52,1,0,1,0,2,0,0,0,2,0,1,2,85.35,4338.6,1,8.375537456948296,0,1,2.226015638836219,-0.6809642897130811,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,45.95,1,3.849083205654272,2,0,-1.568938260998285,-0.47048332508962415,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75,247.25,1,5.514436302925282,2,3,-0.7339490611022368,0.8077906282499352,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,70.05,1,4.263383854543109,2,3,-1.1120723424724555,0.3844641046481452,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0,165.45,1,5.114694964021034,2,3,-0.7512831889307032,0.9192190486239183,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,1,1,0,35,1,2,1,2,2,0,2,2,0,0,1,0,100.5,3653.35,1,8.203673517791433,1,2,1.7411075078025429,0.30858334509123325,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,1194.3,1,7.086152478883935,1,3,-0.21026563136651588,0.018835217377311322,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,21.0,1,3.091042453358316,2,0,-2.041917707770876,-1.3555845023492652,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,45.1,1,3.8308129500026027,2,0,-1.5850517892450466,-0.5006370726114958,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4,1527.5,1,7.33204214133089,1,4,-0.07146861118083221,-1.1168938798983554,Mid-Tenure Low Spenders,"{'Risk': 'Medium', 'Strategy': 'Upsell + Retain', 'Offer': 'Offer bundled services upgrade at same price point', 'Action': 'Send monthly value report showing benefits they are missing'}",Medium
0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,378.4,1,5.938591057500914,2,3,-0.7158992803374649,0.5780543578894598,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,5124.6,1,8.542002870324811,0,1,2.7883182766687598,-0.5361632528842104,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3862.55,1,8.25934172892313,0,2,1.8026366854488503,-0.4706447287697718,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,50.9,1,3.949318790171843,2,0,-1.4751006553259671,-0.2948820895210783,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,1,1,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8,4872.45,1,8.491557384157588,0,1,2.58231819825011,-0.1638293669854758,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,0,1,1,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35,5118.95,1,8.540899952360869,0,1,2.7438704702056413,0.11958212637244786,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,658.95,1,6.492164074574964,1,0,-0.9097122726214639,-2.135018902007982,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,79.1,246.5,1,5.511410582008745,2,3,-0.8207734970312988,0.6423754074801568,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,215.2,1,5.376203905205108,2,0,-1.6722430049677148,-1.3705538625181146,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75,159.45,1,5.077982367555866,2,3,-0.8510629303208234,0.7330630993774286,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,5940.85,1,8.689775811678336,0,1,3.3001347759239748,-0.9201890869332451,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35,75.35,1,4.335328031664641,2,3,-1.011599754580883,0.5724815891962852,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45,75.45,1,4.336636932375072,2,3,-1.0097040453753814,0.5760290889047409,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
